class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,954604,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,954603.39,,,218,0,,,,0,,,0,0,0,49444089.6,0.0,8561554.56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
neg,28728,,188,182,0,0,0,0,0,0,4298,282628,1371720,306510,20230,0,854152,0,0,0,0,0,1727954,1471450,310776,226594,0,0,0,0,126,50,0,0,0,0,0,35122,935406,755752,259106,0,1036,540,682,134638,1161982,678800,7708,0,0,0,770792,440526,151568,124482,120246,126114,129328,120044,2286,0,2038982,124,556,190,2,854152,26406,140108,168594,183360,,,,,,,,124560,28727.99,2038982,2038982,2035536,12792,17972,80702,826160,1985386,1209600,46142,0,100,0,1530521.28,0.0,453717.12,0,0,0,0,378,120918,597312,1127644,129926,7726,1468,14,0,4,2038982,,2350,262,63626,268292,112244,847680,685616,5306,10,0,234,184,1418422,113824,42,92,0,0,1555640,1128,374,0,0,0,0,0,0,0,0,13496,37828,7184,0,0,61686,12386,172140,94372,0,0,0,0,0,612.12,622,465778,269470,225384,100106,192262,163184,150202,138114,273960,6926,0,0
neg,66668,,394,382,0,0,0,0,0,0,230770,2292412,1107268,93042,3634,0,1779246,0,0,0,62,256,3389276,2933620,1114822,350106,0,0,0,0,116,2008,0,0,0,0,0,0,0,936224,2790902,0,4568,2750,4282,6188,46928,3662370,40,0,0,0,767204,1414406,796902,287248,138670,81096,52096,80906,104380,4218,4505026,3738,1604,4904,2,1779246,44958,759606,347528,319840,305160,282420,,,,,,198760,66668.16,4505026,4505026,4506608,21475,1560,81466,866980,3727126,1209600,79172,0,52,0,3331535.04,0.0,392007.36,22,1616,0,0,12598,1592656,1585458,465904,58454,10738,1318,0,94,110,4505026,,6836,934,100276,216698,95062,982096,2286800,38202,222,0,832,4832,3140836,1760612,0,160,0,0,3359808,2372,366,0,0,0,0,0,0,0,0,23056,9444,2962,7063006,916522,101658,13462,233380,38728,4416550,27438,0,0,26668240,1858.46,1850,418116,513324,198974,85160,193886,382764,737506,1179090,18306,0,0,0
neg,4386,,0,,0,0,0,0,0,0,284,137440,129038,22570,0,0,133250,0,0,0,0,0,274290,243366,55498,20606,0,0,0,0,0,0,0,0,0,0,0,8226,224118,29858,27130,0,316,96,102,408,109156,178948,306,0,0,0,125620,78476,32306,21878,14974,13226,2852,0,0,0,329898,0,82,10,0,133250,3618,33690,21692,,,,,,,,,54460,4385.36,329898,329898,335824,950,77884,32278,328800,289332,1209600,0,,,,243881.28,0.0,44987.52,0,0,0,0,0,77842,134380,56194,19188,1512,216,0,,0,329898,,772,112,236,23336,8440,135962,113016,7454,4,0,,,,,,,,,,392,94,0,0,0,0,0,0,0,0,1918,4084,694,0,0,13674,2290,666180,103890,0,0,0,0,1055270,224.14,240,47960,42620,31110,17704,52778,50206,11232,9146,26292,284,0,0
neg,33048,,,,0,0,0,0,0,9738,489524,1138804,215350,6554,0,0,861914,0,0,,17770,24356,1754388,1633774,449040,91428,,0,0,0,228,566,0,0,0,0,0,0,12688,460092,1387190,0,3810,570,844,1112,697372,1156262,0,0,0,0,276966,412802,365126,240624,156440,98748,73120,91260,84034,60850,2221694,,,296,0,861914,20338,328178,119986,227160,0,0,0,0,0,0,0,216920,33048.2,2221694,2221694,,10941,,,1006320,,1209600,0,,,,1646148.48,0.0,209234.88,,,0,0,65088,509846,946452,305778,25744,6128,934,0,,,2221694,,4480,532,140900,97452,225266,1294124,94210,3006,0,0,,,,,,,,,,1606,,,,,,,,,,10956,,,,,,,,,,,,,,,,226264,261760,148622,56692,95602,84028,99558,827112,60332,0,,
neg,14,0,14,10,0,0,0,0,0,452,6912,2286,2074,0,0,0,2262,0,0,0,2066,3308,24176,23732,12250,458,0,0,0,0,30,12,0,0,0,0,0,0,0,0,11724,0,1232,2,6,14,18,8028,2424,0,0,0,10104,342,348,110,580,104,116,20,0,0,38506,0,2,0,0,2262,158,9452,2724,,,,,,,,,12040,13.85,38506,38506,38806,35,0,3738,38260,11766,1209600,276,0,6,0,2165.76,4.8,8431.68,2,16,0,0,7208,1688,2540,274,14,0,0,0,8,14,38506,0,1204,16,8,12,364,5330,4052,702,36,0,22,46,1784,52,0,0,0,0,2212,34,130,0,0,0,4,0,0,0,0,224,0,0,0,76,28,10,0,0,2,4,0,0,0,93.82,54,9836,1468,130,36,64,90,36,64,0,0,0,0
neg,56376,,1708,1402,0,0,0,0,0,0,378,157410,2330422,910632,53088,948,1524146,0,0,0,0,0,3336474,3030754,647420,261110,0,0,0,0,414,888,0,0,0,0,0,12636,1216056,1909504,314678,0,2760,7970,9388,34482,2119680,1278548,46,0,0,0,1107824,1178220,427766,271636,186108,132862,142672,5786,0,0,3984128,672,1334,1526,6,1524146,40468,475726,170026,203160,180680,200540,,,,,,58900,56375.4,3984128,3984128,3983742,17311,4966,33272,350400,3452894,1209600,114792,4,82,0,3046417.92,0.0,407254.08,0,0,0,0,0,8334,1425276,1670266,327108,19008,2834,48,40,46,3984128,,3156,462,27316,253426,147208,2436504,574716,9912,174,0,1708,1380,2933634,193546,0,632,0,38,3058080,1832,384,0,0,0,0,0,0,0,0,19154,41460,8750,0,0,137202,24288,380000,49246,0,0,0,0,4542410,1022.52,1020,424308,501078,398916,210590,455898,516542,426716,336036,182682,108,0,0
neg,40302,,196,152,0,0,0,0,0,0,121092,1782410,1080084,67754,2452,152,1482296,0,0,0,776,1698,2458982,1953364,777018,416868,0,0,0,0,330,98,0,0,0,0,0,0,1476408,240842,1336694,0,6164,366,716,1124,18368,3026530,676,0,0,0,940422,874836,262218,211990,187802,176058,167466,221402,11750,0,3237580,106,628,242,4,1482296,55688,326364,443802,273960,296900,,,,,,,196220,40301.97,3237580,3237580,3210506,17872,8698,74642,808860,3053944,1209600,82098,0,176,0,2617749.12,0,429611.52,0,452,0,0,534,469598,1713524,778688,78626,11024,1942,8,6,12,3237580,,9142,718,43484,237764,159286,1850368,729014,23780,388,0,284,218,2502970,46742,0,9668,0,0,2661562,2706,250,0,0,0,0,0,0,0,0,34950,35982,7660,0,0,95916,14578,212640,57610,0,0,0,0,585310,1577.06,1674,458830,773484,370100,192782,530582,475978,204420,40574,7180,14,0,0
neg,41344,,1640,1504,0,0,0,0,0,0,4934,23298,4001046,1467174,2976,0,2384972,522126,0,0,0,0,3198916,1387496,2433784,1771142,0,0,51340,0,1672,240,0,0,0,0,0,19328,132416,5305590,42094,0,4360,1822,1902,1573340,3745214,172790,0,0,0,0,2944368,959312,390160,262430,201276,191706,225812,324324,40,0,5632820,0,1072,620,0,2384972,127962,381566,2044660,588940,623600,500240,325960,,,,,390080,41344.68,5632820,5632820,5626112,27138,14192,76020,790480,5499428,1209600,153664,14,50,0,3097475.52,0,2400007.68,0,0,0,0,700,13940,198214,3200634,1986032,94940,4598,370,1472,1476,5632820,,3142,460,258976,1310588,592056,2472232,850980,10770,220,4,2632,690,3065302,114656,0,1358,0,14,3135756,4336,442,0,0,0,0,0,0,0,0,101594,34300,7544,0,0,138584,24344,189380,57428,0,0,0,0,11344680,865.08,924,2420266,1168056,786946,309852,485104,159836,59042,38310,71938,78,0,0
neg,41230,,92,84,0,0,0,0,0,0,38982,212882,1699044,714608,62546,2488,1103740,0,0,0,0,0,2403474,2071558,399608,285102,0,0,0,0,228,58,0,0,0,0,0,116296,986008,1316526,311720,0,2760,992,1670,218622,1820658,684892,956,0,0,0,856210,639124,254604,192214,159682,143546,223572,261578,20,0,2803454,32,244,106,18,1103740,29864,181362,215604,162260,181400,,,,,,,51200,41230.11,2803454,2803454,2805392,19273,10128,35030,378780,2730550,1209600,90512,4,124,0,2345961.6,0.0,381868.8,0,0,0,0,0,11018,672326,1425792,586844,28526,5456,588,1564,1578,2803454,,4736,434,25710,226654,140890,1689034,625028,17782,282,0,122,146,1836566,58386,0,2330,0,44,2363708,1706,448,0,0,0,0,0,0,0,0,17104,45222,7036,0,0,76154,16142,1950600,243572,0,0,0,0,1660700,879.24,1040,400426,504664,362980,178372,339178,328756,236752,146078,218260,15084,0,0
neg,626516,,0,,0,0,0,0,0,4970,344582,8031394,27163642,6965502,109012,0,21180642,0,490,0,3288,4308,37796060,32677166,7951858,4211056,0,0,0,0,0,0,0,0,0,0,0,1070356,15891326,23131852,2525568,0,90614,67604,126266,507454,26409608,15409498,7896,128,22,12,16837138,6531956,2933444,2343178,2298706,3213136,6006012,2453832,1700,0,45761746,1768,4168,4960,2890,21180642,598624,4232264,3697756,137500,251600,216720,182420,163340,163060,136440,246100,133280,626515.76,45761746,45761746,45146170,292113,7751848,29152,887560,42619102,1209600,0,,,,36181254.72,0,6381693.12,0,0,0,0,51852,1724376,17238888,19919640,3306820,313954,61758,1814,,0,45761746,,46952,8602,1391604,3567812,4182858,30072078,3324450,24740,6,0,,,,,,,,,,32398,1208,0,0,0,6,0,0,0,0,359464,703532,121442,0,0,1425556,235726,45710080,9779546,0,0,0,0,404183810,22053.68,23464,6602530,8293724,5769090,2822770,5570412,4437778,3278162,2067150,3504054,273432,0,0
neg,34418,,2130706448,910,0,0,0,0,0,0,37596,699176,1243404,348394,15406,1312,1011262,0,0,0,0,0,2097518,1830976,331604,232144,0,0,0,0,2894,384,0,0,0,0,0,7598,629800,1433128,274762,0,944,392,578,34300,1505170,796136,7768,0,0,0,631404,596370,179016,134990,104964,89290,118992,432968,57244,50,2429420,66,22,116,10,1011262,24348,133178,196132,181720,145180,,,,,,,1180,34418.59,2429420,2429420,2418056,18585,346,119480,6640,2345288,1209600,80552,2,28,0,1984560.0,0.0,359341.44,0,0,0,0,710,166444,915464,1049400,200342,10816,1932,180,4,10,2429420,,2448,368,21580,190216,73584,1305302,730652,20780,358,0,1412,1066,1978868,44362,0,48498,0,64,1994080,1474,208,0,0,0,0,0,0,0,0,13952,31296,9440,0,0,68908,11354,5199220,533224,0,0,0,0,414760,609.36,716,370466,461598,336438,143534,272264,264542,168534,113096,204142,10674,0,0
neg,16,2,2130706432,40,0,0,0,0,0,0,1082,3384,2416,0,0,0,2534,0,0,0,76,244,7106,4636,4722,878,0,0,0,0,2,66,0,0,0,0,0,0,0,1336,5546,0,64,4,36,866,6,644,5262,0,0,0,5308,608,124,94,60,26,314,70,128,150,11912,8,8,4,0,2534,204,2514,2194,,,,,,,,,4580,16.22,11912,11912,12648,26,0,1078,11780,6928,1209600,406,2,4,0,2950.08,0.0,3043.2,2,10,0,0,1380,2528,2090,328,556,0,0,0,0,8,11912,0,962,8,18,224,288,1592,3492,292,6,0,56,142,3382,68,0,0,0,0,3390,56,38,0,0,0,0,0,0,0,0,196,0,0,2380,488,106,36,7740,766,7566,28,0,0,0,0.74,42,4178,2328,258,44,56,18,0,0,0,0,0,0
neg,40786,,1410,1322,0,0,0,0,0,0,8824,585784,1750740,336928,14506,2600,1233420,0,0,0,0,0,2357632,1971544,467344,326424,0,0,0,0,2452,410,0,0,0,0,0,0,688952,1735810,274620,0,4620,5344,5040,27980,1739706,915084,1608,0,0,0,727130,699622,242426,163316,142436,159622,267800,296922,108,0,2825634,114,750,574,16,1233420,41498,254930,209890,202860,190520,,,,,,,67420,40786.79,2825634,2825634,2830376,20428,4742,34622,399760,2699382,1209600,121886,0,106,0,2476755.84,0.0,205340.16,0,0,0,0,592,158916,1137476,1186816,200788,12486,2154,154,14,22,2825634,,3934,652,35716,106202,89432,1991174,447810,24078,384,0,2460,1110,2459272,149982,0,54298,100,0,2511550,1536,196,0,0,0,0,0,0,0,0,23310,29448,5148,0,0,80850,14414,222560,36620,0,0,0,0,11976120,1362.8,1282,223494,551012,526070,274128,458366,361330,167186,68318,68714,764,0,0
pos,195268,0,472,380,0,0,0,0,69162,569778,3669832,4329458,1723420,410480,41066,2984,5374640,121866,34,0,313968,427918,9325414,8469820,2617040,821384,20,0,0,0,1572,722,0,0,0,0,0,208,108396,5335296,5372280,0,22386,11442,22146,61492,251924,9684950,335526,426308,6,0,3249784,2385038,1317908,835046,555394,402216,337694,303742,159822,1269536,12260024,9424,8256,54736,2,5374640,172222,1620094,990428,248420,205720,219900,279400,200740,278880,231200,403560,20080,195268.61,12260024,12260024,12044716,69086,3066,114300,131380,10823808,1209600,305444,2,386,0,9850989.12,0.0,956928.0,698,3094,20878,156172,554846,1326772,2763274,2491108,1726646,1301626,388494,86364,1808,1952,12260024,0,22110,3372,654104,440670,1148166,7952884,555620,38744,504,6,336,1206,9807624,4848472,0,17238,0,0,9947392,10686,1162,0,0,0,0,0,0,0,0,103312,37488,10152,21326580,3365208,328192,66262,35200,13804,11839752,82008,0,0,381540,6369.64,6658,1025516,1374212,945840,403650,835958,882110,2056392,3236850,55652,0,0,0
neg,7892,,398,364,0,0,0,0,0,0,412,26,400408,114902,21376,3570,221144,0,0,0,0,0,483848,415232,124782,52820,0,0,0,0,536,132,0,0,0,0,0,0,104020,436674,0,0,4230,3506,1634,10680,376928,143634,76,2,0,4,277282,85742,35660,26312,22870,23812,30342,38674,0,0,608808,8,6,100,2,221144,7272,72200,52406,,,,,,,,,123100,7892.14,608808,608808,615324,3095,1242,59210,606560,540694,1209600,15748,0,42,0,370827.84,0.0,169293.12,0,0,0,0,0,672,163578,300310,66768,8332,992,42,42,46,608808,,1306,160,8482,54858,43156,250112,177084,5502,34,0,614,406,357222,88,82,140,0,0,375304,536,30,0,0,0,60,0,0,0,0,4066,3312,594,0,0,16192,4318,59120,13484,0,0,0,0,2270,369.56,360,173128,90868,44936,22028,43858,32676,27156,20186,71538,14320,0,0
neg,36908,,0,,0,0,0,0,0,0,4468,431110,1837152,277298,6832,0,1117028,0,0,0,0,0,2350986,1998478,1215764,288500,0,0,0,0,0,0,0,0,0,0,0,99958,1608728,394060,454114,0,4400,3872,8194,45582,1603002,889244,2566,0,0,0,834386,752370,242574,177084,136668,116476,143130,153864,308,0,3567244,82,74,204,0,1117028,35382,994174,220180,500720,416200,,,,,,,292920,36907.52,3567244,3567244,3559838,14855,11216,110212,1142040,2556860,1209600,0,,,,2260338.24,0.0,292340.16,0,0,0,0,0,146260,1118516,1157718,115886,15408,3022,50,,0,3567244,,5604,520,1592,137144,141850,1472050,775704,22340,56,0,,,,,,,,,,1750,122,0,0,0,0,0,0,0,0,18854,35362,7424,0,0,108962,18196,8161280,880606,0,0,0,0,32907640,1148.96,1442,312114,504942,392894,224676,514526,361948,166970,51792,26768,230,0,0
neg,8,,16,14,0,0,0,0,0,0,68,1550,3382,382,0,0,1986,0,108,0,0,0,7534,4362,22610,534,0,0,0,0,12,30,0,0,0,0,0,0,0,86,5296,0,108,62,94,92,3034,1992,0,0,0,0,4398,192,68,160,24,18,14,472,36,0,30172,0,2,0,0,1986,172,19662,2446,,,,,,,,,22120,8.64,30172,30172,30538,25,0,2772,29840,5382,1209600,288,0,2,0,1586.88,74.88,2730.24,0,10,0,0,0,1042,2938,1336,66,0,0,0,2,6,30172,,1006,8,24,22,546,2860,916,0,0,0,10,48,2048,110,0,0,0,0,2072,60,60,0,0,70,90,0,0,0,0,220,0,0,100,10,26,10,60,6,1352,16,0,0,0,37.06,40,4040,1154,50,14,26,32,22,44,0,0,0,0
neg,97022,,2130706432,242,0,0,0,0,0,0,2154,651036,4200568,1394088,41848,90,2640878,0,0,0,0,0,5561868,4777704,1054060,709002,0,0,0,0,598,156,0,0,0,0,0,154586,2935450,2227916,971832,0,2398,896,1012,1768,164752,6118500,458,0,0,0,2055300,1282580,726074,576696,552614,793848,302672,0,0,0,6616380,0,100,364,66,2640878,77616,612644,438692,209680,190600,159620,209720,178740,,,,98380,97022.83,6616380,6616380,6619964,43592,109514,52044,560260,6289784,1209600,224884,2,56,0,5494023.36,0.0,792973.44,0,694,0,0,0,46768,1211022,3638320,1318710,65852,8326,786,66,82,6616380,,5818,780,315596,432466,433558,4476474,605590,19148,354,0,412,344,5190234,59570,0,10892,0,14,5552178,3512,914,0,0,0,0,0,0,0,0,41658,54312,29446,0,0,118882,36064,15080140,2341570,0,0,0,0,1577670,1593.48,1602,840386,1150534,929608,464500,838226,561134,448542,314692,683404,58758,0,0
neg,206,4,38,4,4,12,0,0,0,2314,23818,11156,6948,0,0,0,12524,0,0,0,5174,9960,32300,23278,69358,5054,0,0,0,0,66,100,0,0,0,0,0,0,0,26192,18044,0,638,402,574,2218,3728,6256,26110,1350,2960,0,36082,4666,1426,790,372,244,72,462,110,12,106998,10,8,12,0,12524,766,51930,16458,,,,,,,,,67760,206.1,106998,106998,98314,136,0,10004,105700,44456,1209600,1874,0,0,0,18007.68,0.0,25658.88,14,98,0,2612,24320,6128,9710,1382,84,0,0,0,0,28,106998,0,1294,32,196,2170,17126,23022,396,0,0,0,4,0,3228,146,0,0,0,0,3228,246,120,0,0,0,0,0,0,0,0,1082,0,0,6674,1410,602,130,83160,8314,0,92,0,0,0,289.6,216,26416,10068,1700,346,1012,564,702,3410,18,0,0,0
neg,61092,,0,,0,0,0,0,0,0,33524,1253012,2125836,359988,1044,0,1905396,0,0,0,0,0,3549638,3339226,352282,161770,0,0,0,0,0,0,0,0,0,0,0,133566,1652982,751660,1235196,0,6136,1786,3138,4522,761048,2996740,32,2,0,0,1439576,719384,393474,257668,201586,336946,405096,19674,0,0,3902626,0,110,602,56,1905396,36320,190086,161092,105040,101040,115540,1310700,1310700,1310700,1310700,1310700,23360,61091.57,3902626,3902626,3873550,21994,655284,23878,266440,3773404,1209600,0,,,,3364317.12,0.0,403351.68,,,0,0,1400,426980,1880502,1313828,127768,18610,4164,152,,0,3902626,,5408,584,156640,178274,123660,2145884,1139468,23440,46,0,,,,,,,,,,2160,148,0,0,0,0,0,0,0,0,16364,54530,11722,0,0,138028,19600,4898680,1224210,0,0,0,0,6786900,,,431798,578422,474050,263578,564252,569138,412232,223026,249026,7882,0,0
neg,34234,,2130706434,144,0,0,0,0,0,0,562,379084,1660330,292260,234,0,1011480,0,0,0,0,0,2110904,1894328,276022,189912,0,0,0,0,218,54,0,0,0,0,0,0,45068,1414022,873380,0,2088,166,252,422,11848,2314364,3330,0,0,0,645662,829176,286784,186504,154144,140188,90012,0,0,0,2387230,0,1208,4092,6,1011480,28096,151912,123598,150340,,,,,,,,122460,34233.83,2387230,2387230,2397690,12476,2502,116060,1174180,2332470,1209600,87480,2,42,0,2102749.44,0.0,227205.12,0,258,0,0,0,47120,890504,1162236,215218,13156,4002,234,360,368,2387230,,3756,378,53358,168488,74604,1627018,394810,9970,88,0,206,166,2050252,674914,0,2348,0,0,2113524,1216,174,0,0,0,0,0,0,0,0,15846,18824,6988,0,0,68422,9928,9027460,921858,0,0,0,0,33233820,629.24,740,241658,561714,252622,144968,430550,470792,139072,59716,31292,86,0,0
neg,1310,,2130706436,70,0,0,0,0,0,0,148,28732,55596,70,0,0,37744,0,0,0,0,0,84898,74506,19644,7026,0,0,0,0,54,26,0,0,0,0,0,0,48336,5996,30214,0,160,38,82,58,3830,80366,12,0,0,0,36388,37750,7072,2754,320,140,90,32,0,0,104564,4,1914,20,0,37744,1202,11488,8112,,,,,,,,,19280,1310.46,104564,104564,109164,267,272,10234,104180,84546,1209600,2222,2,4,0,72697.92,0.0,11726.4,0,0,0,0,0,14256,62868,6548,700,174,0,0,2,8,104564,,270,30,354,5806,1818,12808,60970,2442,48,0,128,48,25358,47420,0,1100,0,20,73720,150,156,0,0,0,0,0,0,0,0,650,216,178,0,0,1512,394,1735320,173478,0,0,0,0,310490,119.7,84,12772,13834,3034,902,4550,49454,0,0,0,0,0,0
neg,1920,,,,,,0,0,0,0,68,27744,82792,3050,0,0,44592,0,146,,0,0,107944,99832,13872,4890,,0,0,0,,,0,0,0,0,0,6750,76974,3006,26924,0,1498,150,216,264,264,111246,16,0,0,0,71548,31050,9230,1134,88,58,478,68,0,0,121822,,,,,44592,856,5020,8774,0,0,0,0,0,0,0,0,13520,1919.84,121822,121822,,348,,,121400,,1209600,,,,,105466.56,0.0,6792.0,,,0,0,0,17924,72568,22492,610,48,12,0,,,121822,,1404,18,3324,2730,4652,93824,6372,1320,10,0,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,8764,8620,6540,11650,72268,5766,36,10,0,0,,
neg,690,,16,,0,0,,,,,,,,,,,47130,0,0,0,0,0,128328,112324,48248,6634,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176728,10,34,20,0,47130,1266,35798,12270,,,,,,,,,47300,690.29,176728,176728,,,0,16098,175660,,1209600,1780,,,,0.0,0.0,0.0,,,,,,,,,,,,,,12,176728,,,,,,,,,,,,,,,,,,,,,320,154,1470,61754,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0
pos,1204420,,,,,,0,0,0,0,405220,14594608,46983426,13218356,156280,0,30764314,104128,0,,1186,2886,62082062,54665680,14618206,7182888,,0,0,0,,,0,0,0,0,36590,9644936,28973186,31448324,5254850,0,97286,26916,39758,76580,3050600,71803018,263268,416,40,4,25759072,18211728,9167166,6158976,5934266,8313716,1775072,37890,0,0,76707412,,,,,30764314,1074998,7300992,7272542,341480,303240,320740,324000,325340,324460,287700,271920,174100,1204419.39,76707412,76707412,76753752,442895,,,388400,75357906,1209600,,,,,67770498.24,0.0,7559261.76,48128,,36588,10948,29848,5110384,32170458,33578586,3971146,347394,97750,4784,,,76707412,,49068,10968,1784648,5512558,6929776,56897778,4092328,80736,26,0,,,,,,,,,,,,,,,,,,,,496316,,,,,,,,,,,,,,0.9,0,7949956,12639766,9933764,5497218,11547604,10620162,9069014,4828966,3232708,38730,,
pos,927704,,,,,,0,0,0,0,873238,16524392,35964774,4559440,28758,0,21766788,10864,0,,15484,30744,46572842,38171764,14674938,6889692,,0,0,0,,,0,0,0,2,58398,38662018,18023784,897066,309334,0,43216,36878,48194,78570,16292962,41432658,18124,0,0,0,17103016,12892218,4565104,3499338,3039784,3725218,7446742,5512148,166348,686,61273568,,,,,21766788,636500,7112334,7525924,244000,219520,216920,247240,228000,271120,283240,280320,147140,927703.55,61273568,61273568,60080620,423707,,,657220,57950602,1209600,,,,,52950217.92,0.0,4962260.16,,,0,0,97330,5914258,29881766,19587490,1950092,430130,87880,1656,,,61273568,,61700,13038,3105564,2212294,10549224,39493654,2490496,24632,0,0,,,,,,,,,,,,,,,,,,,,443052,,,,,,,,,,,,,,,,5216042,10753356,8021834,4459810,9243110,7679480,6136584,3369664,2950320,120402,,
neg,10,2,14,4,2,2,0,0,0,0,10,910,3612,0,0,0,1528,0,98,0,0,0,11626,10102,8830,142,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4532,0,1184,38,44,96,96,912,2162,0,0,0,3330,164,70,260,526,104,74,4,0,0,20486,0,4,0,2,1528,118,7668,1094,,,,,,,,,8740,9.04,20486,20486,23284,23,0,1970,20340,4562,1209600,158,0,2,0,1642.56,146.88,1673.28,0,8,0,0,0,150,3696,654,32,0,0,0,0,6,20486,0,1136,14,8,8,888,260,1710,466,42,0,10,0,984,130,0,0,0,0,1754,44,60,0,0,30,158,0,0,0,0,120,0,0,30,6,2,6,2220,258,0,6,0,0,0,94.02,34,3088,1216,24,10,20,32,50,92,0,0,0,0
neg,41952,,776,614,0,0,0,0,0,0,62028,1107160,1570712,534492,99370,10360,1540664,0,0,0,0,0,2661396,1981008,907796,614642,0,0,2630,0,646,666,0,0,0,0,0,21612,2131460,1047414,183636,0,4658,1498,1656,54186,2151922,1155390,14812,0,0,0,1488562,507516,234786,193058,173924,174072,545414,66790,0,0,3569740,376,3044,670,18,1540664,56082,304514,600784,306520,318600,,,,,,,276620,41952.37,3569740,3569740,3553906,22247,53430,109534,1143680,3384122,1209600,105028,0,112,0,2432832.96,2.88,947870.4,0,0,0,0,454,238566,1276620,1338092,495134,30920,4046,290,174,182,3569740,,4414,622,234900,535498,210222,1654394,707940,35248,884,0,842,1838,2424384,257140,0,2504,0,8,2488650,2198,374,0,0,0,2,0,0,0,0,30714,26548,6232,0,0,74196,28558,118260,126272,0,0,0,0,1952400,1404.06,1250,981778,631306,326324,152104,272124,207048,192616,199734,403114,17974,0,0
neg,12,0,12,6,0,0,0,0,0,0,1196,2064,2452,0,0,0,1972,0,0,0,0,0,13748,12432,10744,166,0,0,0,0,4,16,0,0,0,0,0,0,0,1308,4404,0,36,6,12,638,420,482,4118,0,0,0,4586,264,218,48,36,394,166,0,0,0,24486,0,6,8,0,1972,120,9024,1626,,,,,,,,,10580,11.87,24486,24486,25730,28,0,2384,24300,5758,1209600,216,2,2,0,1319.04,220.8,3155.52,2,12,0,0,360,2546,2154,562,90,0,0,0,2,2,24486,0,1066,10,16,10,1234,3060,316,0,0,0,8,70,1568,124,0,0,0,0,1596,36,60,0,0,40,350,0,0,0,0,144,0,0,396,88,36,14,2200,218,24178,8,0,0,0,0.8,34,4600,918,80,10,32,72,0,0,0,0,0,0
neg,978,0,34,24,0,0,0,0,0,47040,3234,2958,15498,0,0,0,10188,0,0,0,15046,20962,33354,42210,12756,1652,0,0,0,0,138,76,0,0,0,0,0,0,0,15088,53642,0,15768,6,8,8,70,36344,2714,13812,0,0,28522,28588,2450,1136,950,640,414,4262,1722,46,61192,26,2,0,0,10188,412,4590,8072,,,,,,,,,12480,977.83,61192,61192,81868,546,36,5926,60820,68818,1209600,978,18,14,0,46488.0,10.56,6722.88,0,42,0,20854,28768,3050,6428,8276,1334,20,0,0,14,20,61192,0,15634,24,300,722,5430,44790,1826,4,0,0,46,116,45886,12326,0,0,0,0,47998,132,58,0,0,0,214,0,0,0,0,604,40,4,0,0,764,138,3000,342,9050,56,0,0,0,310.42,100,10390,5456,2874,1708,14418,2096,2700,29088,0,0,0,0
